HPO,t_start,t_end
HP:0001944,11.25,11.33333
HP:0025142,12.25,12.33333
HP:0012531,12.25,12.33333
HP:0025031,12.58333,12.66666
HP:0011458,12.5,12.58333
HP:0002014,12.58333,12.66666
HP:0001264,9.08333,9.16666
HP:0012452,13.33333,13.41666
HP:0000552,10,10.08333
HP:0000708,15.83333,15.91666
HP:0000736,7.16667,7.25
HP:0001250,14.75,14.83333
HP:0020219,14.91667,15
HP:0032794,14.75,14.83333
HP:0002360,11.16667,11.25
HP:0100033,11.83333,11.91666
HP:0000719,13.83333,13.91666
HP:0001507,14,14.08333
HP:0004323,14.16667,14.25
HP:0004324,14.08333,14.16666
HP:0011277,11.25,11.33333
HP:0003110,11.41667,11.5
HP:0012085,11.41667,11.5
HP:0012252,12.08333,12.16666
HP:0011947,12.08333,12.16666
HP:0030956,7.41667,7.5
HP:0004763,7.41667,7.5
HP:0011842,14.25,14.33333
HP:0009121,14.33333,14.41666
HP:0000929,14.33333,14.41666
HP:0011821,14.33333,14.41666
HP:0000245,14.41667,14.5
HP:0012649,14.33333,14.41666
HP:0000246,14.41667,14.5
HP:0032316,13,13.08333
HP:0000234,15.83333,15.91666
HP:0000271,15.83333,15.91666
HP:0000274,15.83333,15.91666
HP:0025032,14.25,14.33333
HP:0001939,12.58333,12.66666
HP:0012337,12.58333,12.66666
HP:0000759,12.16667,12.25
HP:0009830,12.08333,12.16666
HP:0010832,12.08333,12.16666
HP:0007328,12,12.08333
HP:0030828,10.83333,10.91666
HP:0002793,14.41667,14.5
HP:0012758,13.08333,13.16666
HP:0025031,14.83333,14.91666
HP:0011458,14.83333,14.91666
HP:0012372,12.58333,12.66666
HP:0001098,12.5,12.58333
HP:0030506,12.5,12.58333
HP:0030500,12.58333,12.66666
HP:0007677,12.5,12.58333
HP:0002197,11.33333,11.41666
HP:0032677,11.33333,11.41666
HP:0000729,16.41667,16.5
HP:0000717,16.41667,16.5
HP:0100033,11.16667,11.25
HP:0011442,12.25,12.33333
HP:0002493,12.41667,12.5
HP:0003011,12.41667,12.5
HP:0003808,12.33333,12.41666
HP:0001276,12.41667,12.5
HP:0001257,12.41667,12.5
HP:0001695,9.5,9.58333
HP:0040202,12.41667,12.5
HP:0012523,12.33333,12.41666
HP:0032443,15.16667,15.25
HP:0032316,15.08333,15.16666
HP:0002086,16.25,16.33333
HP:0002104,16.41667,16.5
HP:0002360,16.25,16.33333
HP:0010535,16.41667,16.5
HP:0001098,15.75,15.83333
HP:0000479,15.83333,15.91666
HP:0030506,15.91667,16
HP:0030500,15.91667,16
HP:0007677,15.75,15.83333
HP:0000951,13.33333,13.41666
HP:0012647,13.33333,13.41666
HP:0000717,15.91667,16
HP:0011446,15,15.08333
HP:0002463,15,15.08333
HP:0025267,11.41667,11.5
HP:0030829,11.08333,11.16666
HP:0030828,11.16667,11.25
HP:0000005,15.16667,15.25
HP:0000006,15,15.08333
HP:0000717,10.08333,10.16666
HP:0001256,16.25,16.33333
HP:0002715,15.41667,15.5
HP:0100326,15.25,15.33333
HP:0012393,15.41667,15.5
HP:0100022,12.75,12.83333
HP:0002098,11.16667,11.25
HP:0025280,13,13.08333
HP:0025281,13.16667,13.25
HP:0004324,16.33333,16.41666
HP:0100022,12.08333,12.16666
HP:0010546,12.08333,12.16666
HP:0001256,15.58333,15.66666
HP:0000366,13,13.08333
HP:0001742,13.16667,13.25
HP:0001626,16.08333,16.16666
HP:0030680,16,16.08333
HP:0001627,16.08333,16.16666
HP:0005120,16.08333,16.16666
HP:0011994,16.16667,16.25
HP:0001631,16.08333,16.16666
HP:0000752,5,5.08333
HP:0000729,14.91667,15
HP:0007018,15.5,15.58333
HP:0031466,11.25,11.33333
HP:0000006,13.75,13.83333
HP:0011442,14.91667,15
HP:0011443,14.75,14.83333
HP:0001251,14.83333,14.91666
HP:0000873,14.91667,15
HP:0012639,14.91667,15
HP:0002011,14.75,14.83333
HP:0012443,14.75,14.83333
HP:0011751,14.91667,15
HP:0000863,14.83333,14.91666
HP:0000496,12,12.08333
HP:0000549,12,12.08333
HP:0000486,12,12.08333
HP:0031622,12.16667,12.25
HP:0001876,11.25,11.33333
HP:0001915,11.25,11.33333
HP:0010819,15.58333,15.66666
HP:0025280,11.33333,11.41666
HP:0025281,11.33333,11.41666
HP:0031797,10.75,10.83333
HP:0003674,10.91667,11
HP:0011463,10.75,10.83333
HP:0011458,16,16.08333
HP:0012252,13.41667,13.5
HP:0011024,14.75,14.83333
HP:0002020,14.75,14.83333
HP:0030956,12.83333,12.91666
HP:0011675,12.75,12.83333
HP:0001695,12.75,12.83333
HP:0002463,16.41667,16.5
HP:0031670,10.75,10.83333
HP:0002493,12.58333,12.66666
HP:0003011,12.58333,12.66666
HP:0001276,12.5,12.58333
HP:0001264,12.66667,12.75
HP:0010535,14.41667,14.5
HP:0002870,14.41667,14.5
HP:0003270,12.66667,12.75
HP:0001538,12.66667,12.75
HP:0025031,13.16667,13.25
HP:0002018,13.16667,13.25
HP:0000752,16.25,16.33333
HP:0002493,16.16667,16.25
HP:0033127,16.08333,16.16666
HP:0003011,16,16.08333
HP:0011804,16.16667,16.25
HP:0001276,16,16.08333
HP:0001264,16,16.08333
HP:0020219,12.08333,12.16666
HP:0020221,12,12.08333
HP:0100851,15.33333,15.41666
HP:0000737,15.41667,15.5
HP:0000858,13.58333,13.66666
HP:0010622,11.25,11.33333
HP:0100777,11.25,11.33333
HP:0000711,11.16667,11.25
HP:0025144,15.5,15.58333
HP:0012373,15.75,15.83333
HP:0000549,15.75,15.83333
HP:0025068,15.91667,16
HP:0031622,15.75,15.83333
HP:0002086,15.41667,15.5
HP:0002795,15.33333,15.41666
HP:0002793,15.33333,15.41666
HP:0002104,15.41667,15.5
HP:0002360,15.41667,15.5
HP:0010535,15.41667,15.5
HP:0002870,15.41667,15.5
HP:0032794,13.58333,13.66666
HP:0020219,11.08333,11.16666
HP:0000080,14.41667,14.5
HP:0000140,14.25,14.33333
HP:0003011,15.5,15.58333
HP:0003546,15.5,15.58333
HP:0001336,14,14.08333
HP:0000552,11,11.08333
HP:0000752,14.58333,14.66666
HP:0001249,14.83333,14.91666
HP:0100326,15.08333,15.16666
HP:0012393,15.16667,15.25
HP:0100022,16.41667,16.5
HP:0025144,15,15.08333
HP:0032101,11.16667,11.25
HP:0031690,11.16667,11.25
HP:0020102,11,11.08333
HP:0001288,11.5,11.58333
HP:0011025,14.41667,14.5
HP:0000969,11.33333,11.41666
HP:0004370,14.08333,14.16666
HP:0001945,14,14.08333
HP:0002795,15.58333,15.66666
HP:0002793,15.58333,15.66666
HP:0002104,15.58333,15.66666
HP:0002360,15.5,15.58333
HP:0010535,15.66667,15.75
HP:0002870,15.66667,15.75
HP:0002317,11.41667,11.5
HP:0002793,14.58333,14.66666
HP:0002104,14.5,14.58333
HP:0002360,14.5,14.58333
HP:0010535,14.58333,14.66666
HP:0031416,13.25,13.33333
HP:0031417,13.25,13.33333
HP:0012373,11.58333,11.66666
HP:0007641,11.5,11.58333
HP:0012823,12.08333,12.16666
HP:0012824,12.08333,12.16666
HP:0012828,12,12.08333
HP:0001256,9.75,9.83333
HP:0030829,13,13.08333
HP:0030828,13,13.08333
HP:0011025,14.83333,14.91666
HP:0030956,14.75,14.83333
HP:0011675,14.83333,14.91666
HP:0001695,14.91667,15
HP:0000551,13.83333,13.91666
HP:0011519,13.83333,13.91666
HP:0000736,15.08333,15.16666
HP:0007018,15.08333,15.16666
HP:0011443,11.5,11.58333
HP:0001251,11.58333,11.66666
HP:0010867,11.66667,11.75
HP:0000119,13.25,13.33333
HP:0000078,13.41667,13.5
HP:0000080,13.33333,13.41666
HP:0030012,13.33333,13.41666
HP:0000140,13.25,13.33333
HP:0100608,13.25,13.33333
HP:0011121,13.25,13.33333
HP:0011124,13.33333,13.41666
HP:0040189,13.33333,13.41666
HP:0001787,13.08333,13.16666
HP:0000729,15.08333,15.16666
HP:0004305,8.66667,8.75
HP:0000729,12,12.08333
HP:0000717,12,12.08333
HP:0100851,11,11.08333
HP:0006919,11.16667,11.25
HP:0008760,11.16667,11.25
HP:0031826,11.16667,11.25
HP:0002476,11.08333,11.16666
HP:0000719,13.16667,13.25
HP:0000078,16.41667,16.5
HP:0030012,16.33333,16.41666
HP:0100608,16.25,16.33333
HP:0031826,12.16667,12.25
HP:0002476,12.16667,12.25
HP:0000478,13.16667,13.25
HP:0007641,13.16667,13.25
HP:0011520,13.08333,13.16666
HP:0002715,15.91667,16
HP:0032101,15.75,15.83333
HP:0020100,15.83333,15.91666
HP:0032255,15.91667,16
HP:0011442,15.16667,15.25
HP:0011443,15.16667,15.25
HP:0001251,15,15.08333
HP:0010867,15.08333,15.16666
HP:0002664,11.91667,12
HP:0012378,9,9.08333
HP:0025031,12.33333,12.41666
HP:0025032,12.41667,12.5
HP:0011458,12.41667,12.5
HP:0002018,12.08333,12.16666
HP:0001251,11.25,11.33333
HP:0010867,11.25,11.33333
HP:0002197,13.66667,13.75
HP:0032677,13.66667,13.75
HP:0009921,12.08333,12.16666
HP:0010522,15.41667,15.5
HP:0000006,11.58333,11.66666
HP:0010535,13.25,13.33333
HP:0010546,11.91667,12
HP:0000752,4.58333,4.66666
HP:0002597,14.83333,14.91666
HP:0001574,14.75,14.83333
HP:0000951,14.83333,14.91666
HP:0011354,14.83333,14.91666
HP:0012373,16.25,16.33333
HP:0000486,16.33333,16.41666
HP:0025068,16.33333,16.41666
HP:0032443,11.75,11.83333
HP:0003674,11.33333,11.41666
HP:0011463,11.33333,11.41666
HP:0001311,13.33333,13.41666
HP:0000504,16.25,16.33333
HP:0007641,16.25,16.33333
HP:0000642,16.25,16.33333
HP:0011519,16.33333,16.41666
HP:0002493,13.58333,13.66666
HP:0011442,12.91667,13
HP:0100021,12.83333,12.91666
HP:0002329,12.25,12.33333
HP:0001288,11,11.08333
HP:0000152,14.75,14.83333
HP:0000366,14.83333,14.91666
HP:0012384,14.75,14.83333
HP:0100326,14.91667,15
HP:0003193,14.91667,15
HP:0025267,13.16667,13.25
HP:0100022,15.58333,15.66666
HP:0001288,15.58333,15.66666
HP:0002527,15.58333,15.66666
HP:0001311,14.08333,14.16666
HP:0030178,14,14.08333
HP:0002353,14.16667,14.25
HP:0001872,7,7.08333
HP:0001873,7.16667,7.25
HP:0002307,11.08333,11.16666
HP:0030680,15.75,15.83333
HP:0002597,12,12.08333
HP:0032443,12.16667,12.25
HP:0032316,12.08333,12.16666
HP:0001256,11.08333,11.16666
HP:0001574,10.75,10.83333
HP:0011121,10.75,10.83333
HP:0025280,13.75,13.83333
HP:0100738,12.16667,12.25
HP:0000820,13.08333,13.16666
HP:0011772,13.08333,13.16666
HP:0002664,13,13.08333
HP:0011793,13.16667,13.25
HP:0100568,13.16667,13.25
HP:0002890,13.16667,13.25
HP:0001939,14.5,14.58333
HP:0004370,14.58333,14.66666
HP:0001945,14.58333,14.66666
HP:0001197,11.83333,11.91666
HP:0001787,11.91667,12
HP:0011410,11.91667,12
HP:0001574,11.41667,11.5
HP:0000951,11.41667,11.5
HP:0008065,11.33333,11.41666
HP:0007018,7.66667,7.75
HP:0100716,11.33333,11.41666
HP:0000366,12.91667,13
HP:0001742,12.75,12.83333
HP:0004370,16,16.08333
HP:0001945,16.08333,16.16666
HP:0012824,11.75,11.83333
HP:0002013,10.75,10.83333
HP:0011443,13.16667,13.25
HP:0001251,13.08333,13.16666
HP:0010867,13.08333,13.16666
HP:0000478,15.33333,15.41666
HP:0012372,15.25,15.33333
HP:0001098,15.25,15.33333
HP:0030500,15.33333,15.41666
HP:0007677,15.41667,15.5
HP:0000005,12.91667,13
HP:0004305,14.5,14.58333
HP:0001336,14.66667,14.75
HP:0031816,11.33333,11.41666
HP:0011061,11.33333,11.41666
HP:0032316,12.75,12.83333
HP:0001289,11.5,11.58333
HP:0020221,11.08333,11.16666
HP:0012337,13.75,13.83333
HP:0001945,13.91667,14
HP:0012531,15.41667,15.5
HP:0000600,14.41667,14.5
HP:0033151,14.25,14.33333
HP:0025439,14.25,14.33333
HP:0040202,11.66667,11.75
HP:0100738,11.5,11.58333
HP:0012523,11.5,11.58333
HP:0002014,13,13.08333
HP:0002463,9.5,9.58333
HP:0002463,13.33333,13.41666
HP:0000736,12.08333,12.16666
HP:0002011,11.16667,11.25
HP:0012447,11.08333,11.16666
HP:0011400,11.08333,11.16666
HP:0002415,11,11.08333
HP:0003269,11.16667,11.25
HP:0001289,8.58333,8.66666
HP:0000858,13.25,13.33333
HP:0000508,13.41667,13.5
HP:0000616,13.25,13.33333
HP:0002270,13.25,13.33333
HP:0012332,13.33333,13.41666
HP:0002277,13.41667,13.5
HP:0000719,11.25,11.33333
HP:0000194,13.16667,13.25
HP:0002019,14.66667,14.75
HP:0010546,14,14.08333
HP:0001288,15.33333,15.41666
HP:0002527,15.41667,15.5
HP:0000478,15.58333,15.66666
HP:0004329,15.5,15.58333
HP:0001098,15.66667,15.75
HP:0000479,15.58333,15.66666
HP:0001103,15.66667,15.75
HP:0030506,15.58333,15.66666
HP:0030500,15.58333,15.66666
HP:0007677,15.66667,15.75
HP:0004323,5.5,5.58333
HP:0000718,11.08333,11.16666
HP:0011410,10.83333,10.91666
HP:0003549,10.91667,11
HP:0100658,10.83333,10.91666
HP:0002360,14.83333,14.91666
HP:0010535,14.75,14.83333
HP:0002870,14.91667,15
HP:0002463,11.75,11.83333
HP:0031690,11.66667,11.75
HP:0000717,13,13.08333
HP:0002500,7.5,7.58333
HP:0007370,7.5,7.58333
HP:0001274,7.58333,7.66666
HP:0011443,11.91667,12
HP:0001251,11.75,11.83333
HP:0012758,15.66667,15.75
HP:0001263,15.66667,15.75
HP:0007018,14.83333,14.91666
HP:0001250,16,16.08333
HP:0020219,16.16667,16.25
HP:0002039,14.75,14.83333
HP:0001328,13.33333,13.41666
HP:0010522,13.33333,13.41666
HP:0000014,13.41667,13.5
HP:0000009,13.33333,13.41666
HP:0031058,13.25,13.33333
HP:0000020,13.41667,13.5
HP:0002069,11.41667,11.5
HP:0100022,16.08333,16.16666
HP:0001288,16.08333,16.16666
HP:0002527,16,16.08333
HP:0000119,15.5,15.58333
HP:0000078,15.5,15.58333
HP:0000080,15.58333,15.66666
HP:0030012,15.58333,15.66666
HP:0000140,15.58333,15.66666
HP:0011675,13.41667,13.5
HP:0001695,13.33333,13.41666
HP:0000152,15.33333,15.41666
HP:0000234,15.41667,15.5
HP:0000271,15.33333,15.41666
HP:0001999,15.33333,15.41666
HP:0000734,13.5,13.58333
HP:0100710,13.66667,13.75
HP:0000736,14.16667,14.25
HP:0007018,14.16667,14.25
HP:0012531,15.66667,15.75
HP:0000729,14,14.08333
HP:0000717,14.16667,14.25
HP:0007018,16.33333,16.41666
HP:0000163,12.08333,12.16666
HP:0002353,16.41667,16.5
HP:0002197,13.25,13.33333
HP:0032677,13.41667,13.5
HP:0032443,16.33333,16.41666
HP:0032316,16.25,16.33333
HP:0000152,15.66667,15.75
HP:0000234,15.66667,15.75
HP:0001999,15.66667,15.75
HP:0000274,15.66667,15.75
HP:0000275,15.5,15.58333
HP:0012373,15.66667,15.75
HP:0000504,15.58333,15.66666
HP:0000551,15.66667,15.75
HP:0007641,15.58333,15.66666
HP:0000642,15.66667,15.75
HP:0011519,15.58333,15.66666
HP:0011520,15.66667,15.75
HP:0012252,15.5,15.58333
HP:0002088,15.5,15.58333
HP:0011947,15.66667,15.75
HP:0012647,15.66667,15.75
HP:0012649,15.5,15.58333
HP:0002090,15.5,15.58333
HP:0001574,16.25,16.33333
HP:0011121,16.25,16.33333
HP:0011124,16.41667,16.5
HP:0040189,16.41667,16.5
HP:0100033,12.83333,12.91666
HP:0011446,7.58333,7.66666
HP:0003549,12.16667,12.25
HP:0100699,12.08333,12.16666
HP:0031703,12.91667,13
HP:0001257,12.91667,13
HP:0001264,12.75,12.83333
HP:0001315,11.41667,11.5
HP:0001284,11.25,11.33333
HP:0001695,15.58333,15.66666
HP:0001574,15.33333,15.41666
HP:0000951,15.33333,15.41666
HP:0011124,15.41667,15.5
HP:0031466,15.33333,15.41666
HP:0000719,15.33333,15.41666
HP:0001311,15.5,15.58333
HP:0030178,15.5,15.58333
HP:0002353,15.66667,15.75
HP:0012759,13.5,13.58333
HP:0025142,15.75,15.83333
HP:0012531,15.91667,16
HP:0011410,12.75,12.83333
HP:0100033,11.41667,11.5
HP:0032792,15.16667,15.25
HP:0011804,12.08333,12.16666
HP:0003808,12.16667,12.25
HP:0001276,12.08333,12.16666
HP:0002376,11.58333,11.66666
HP:0000157,11.41667,11.5
HP:0030786,5.33333,5.41666
HP:0001649,12.91667,13
HP:0020169,12.5,12.58333
HP:0020172,12.58333,12.66666
HP:0012828,11.33333,11.41666
HP:0000752,15.41667,15.5
HP:0010535,13.83333,13.91666
HP:0002197,11.16667,11.25
HP:0032677,11,11.08333
HP:0031466,16.41667,16.5
HP:0000719,16.41667,16.5
HP:0001977,11.33333,11.41666
HP:0004936,11.41667,11.5
HP:0002625,11.25,11.33333
HP:0011121,11.58333,11.66666
HP:0001507,14.41667,14.5
HP:0004323,14.33333,14.41666
HP:0004324,14.33333,14.41666
HP:0032677,12.83333,12.91666
HP:0002013,12.16667,12.25
HP:0004372,14.25,14.33333
HP:0001289,14.41667,14.5
HP:0040202,16.08333,16.16666
HP:0100738,16.08333,16.16666
HP:0002591,16.08333,16.16666
HP:0012373,15.33333,15.41666
HP:0000504,15.25,15.33333
HP:0011519,15.33333,15.41666
HP:0004372,12.16667,12.25
HP:0001289,12,12.08333
HP:0025281,13.5,13.58333
HP:0001824,5.08333,5.16666
HP:0001263,12.16667,12.25
HP:0002311,12.58333,12.66666
HP:0002312,12.66667,12.75
HP:0002795,15.75,15.83333
HP:0002793,15.91667,16
HP:0002104,15.83333,15.91666
HP:0002493,15.16667,15.25
HP:0003808,15.16667,15.25
HP:0001276,15.16667,15.25
HP:0001257,15.16667,15.25
HP:0001264,15,15.08333
HP:0010819,12.91667,13
HP:0003011,13.25,13.33333
HP:0001276,13.41667,13.5
HP:0002197,11.75,11.83333
HP:0032677,11.75,11.83333
HP:0000736,12.75,12.83333
HP:0007018,12.75,12.83333
HP:0100034,8.58333,8.66666
HP:0001507,12.5,12.58333
HP:0004323,12.58333,12.66666
HP:0004324,12.58333,12.66666
HP:0000733,14.08333,14.16666
HP:0025280,15,15.08333
HP:0025281,15,15.08333
HP:0011276,13.08333,13.16666
HP:0010783,13.08333,13.16666
HP:0004395,13.91667,14
HP:0025142,14.58333,14.66666
HP:0012378,14.58333,14.66666
HP:0032792,11.91667,12
HP:0001873,11.41667,11.5
HP:0011874,11.41667,11.5
HP:0012823,12.91667,13
HP:0012823,16.16667,16.25
HP:0025281,16.08333,16.16666
HP:0002463,9.91667,10
HP:0030956,16.41667,16.5
HP:0011675,16.33333,16.41666
HP:0001649,16.25,16.33333
HP:0025267,13.25,13.33333
HP:0010978,11.83333,11.91666
HP:0002527,11.25,11.33333
HP:0020100,14.41667,14.5
HP:0031690,14.41667,14.5
HP:0032255,14.33333,14.41666
HP:0020102,14.25,14.33333
HP:0000989,11.83333,11.91666
HP:0012759,15,15.08333
HP:0025281,13.33333,13.41666
HP:0002463,6.41667,6.5
HP:0000752,13.33333,13.41666
HP:0007018,13.41667,13.5
HP:0009121,12.16667,12.25
HP:0011821,12,12.08333
HP:0030791,12.16667,12.25
HP:0000277,12,12.08333
HP:0009115,12.16667,12.25
HP:0009122,12,12.08333
HP:0009116,12,12.08333
HP:0009118,12.16667,12.25
HP:0000347,12,12.08333
HP:0001311,13.91667,14
HP:0002069,11.91667,12
HP:0002088,11.41667,11.5
HP:0006530,11.41667,11.5
HP:0001256,11.33333,11.41666
HP:0002463,14.33333,14.41666
HP:0000924,15.25,15.33333
HP:0012823,14.5,14.58333
HP:0025281,14.58333,14.66666
HP:0009728,13.25,13.33333
HP:0030448,13.33333,13.41666
HP:0001513,14.25,14.33333
HP:0002664,11,11.08333
HP:0011793,11,11.08333
HP:0000924,11,11.08333
HP:0011842,11.08333,11.16666
HP:0010622,11,11.08333
HP:0100777,11,11.08333
HP:0002795,16.08333,16.16666
HP:0002793,16,16.08333
HP:0010535,16.08333,16.16666
HP:0000078,12.08333,12.16666
HP:0000144,12.08333,12.16666
HP:0000551,10.5,10.58333
HP:0011519,10.58333,10.66666
HP:0000552,10.66667,10.75
HP:0000717,11.5,11.58333
HP:0006510,11.08333,11.16666
HP:0001276,7.83333,7.91666
HP:0030680,13,13.08333
HP:0005120,13,13.08333
HP:0001671,13.08333,13.16666
HP:0011994,13,13.08333
HP:0001631,13,13.08333
HP:0002311,11.33333,11.41666
HP:0030163,11.25,11.33333
HP:0030005,11.33333,11.41666
HP:0004323,15.5,15.58333
HP:0011355,12.08333,12.16666
HP:0003764,12.16667,12.25
HP:0001062,12,12.08333
HP:0000006,15.25,15.33333
HP:0011410,4.58333,4.66666
HP:0001276,6.41667,6.5
HP:0010546,13.41667,13.5
HP:0000719,14.08333,14.16666
HP:0002027,12.25,12.33333
HP:0410281,12.25,12.33333
HP:0002597,10.83333,10.91666
HP:0011276,10.83333,10.91666
HP:0002069,12.08333,12.16666
HP:0002597,14.25,14.33333
HP:0001574,14.33333,14.41666
HP:0000951,14.33333,14.41666
HP:0011121,14.33333,14.41666
HP:0011354,14.33333,14.41666
HP:0011276,14.41667,14.5
HP:0010783,14.33333,14.41666
HP:0000119,12.75,12.83333
HP:0000079,12.75,12.83333
HP:0010936,12.83333,12.91666
HP:0000014,12.83333,12.91666
HP:0000009,12.91667,13
HP:0031058,12.75,12.83333
HP:0031064,12.91667,13
HP:0000020,12.91667,13
HP:0025144,14.25,14.33333
HP:0004305,10.91667,11
HP:0001336,10.83333,10.91666
HP:0032792,13.66667,13.75
HP:0007018,9.16667,9.25
HP:0025439,13.91667,14
HP:0031657,13,13.08333
HP:0031466,14.33333,14.41666
HP:0000719,14.41667,14.5
HP:0012262,13.25,13.33333
HP:0010546,16.25,16.33333
HP:0031466,11.08333,11.16666
HP:0100710,11,11.08333
HP:0002463,13.08333,13.16666
HP:0003470,13.08333,13.16666
HP:0002664,12.83333,12.91666
HP:0011793,12.91667,13
HP:0000924,12.75,12.83333
HP:0010622,12.91667,13
HP:0100777,12.83333,12.91666
HP:0002762,12.83333,12.91666
HP:0002719,13.83333,13.91666
HP:0004429,13.83333,13.91666
HP:0001251,12.83333,12.91666
HP:0010867,12.75,12.83333
HP:0001311,14.41667,14.5
HP:0002353,14.25,14.33333
HP:0010935,11.41667,11.5
HP:0000790,11.33333,11.41666
HP:0010535,15.83333,15.91666
HP:0000005,14.83333,14.91666
HP:0000006,14.75,14.83333
HP:0001256,11.58333,11.66666
HP:0025097,10.83333,10.91666
HP:0000736,16,16.08333
HP:0000752,16.08333,16.16666
HP:0007018,16.16667,16.25
HP:0010938,13.08333,13.16666
HP:0000429,13.16667,13.25
HP:0000454,13,13.08333
HP:0000315,10.83333,10.91666
HP:0032039,10.83333,10.91666
HP:0032040,10.91667,11
HP:0031879,10.75,10.83333
HP:0031785,10.83333,10.91666
HP:0030826,10.91667,11
HP:0007018,14.25,14.33333
HP:0001336,13.16667,13.25
HP:0025267,14.25,14.33333
HP:0025155,10.91667,11
HP:0000717,13.33333,13.41666
HP:0025085,10.83333,10.91666
HP:0000006,14.33333,14.41666
HP:0012824,12.33333,12.41666
HP:0012828,12.41667,12.5
HP:0002591,15.75,15.83333
HP:0004298,13.08333,13.16666
HP:0010866,13,13.08333
HP:0001939,15.08333,15.16666
HP:0004370,15.08333,15.16666
HP:0001945,15,15.08333
HP:0001575,10.83333,10.91666
HP:0012735,15.5,15.58333
HP:0001695,16.41667,16.5
HP:0001256,14.41667,14.5
HP:0020169,15.66667,15.75
HP:0020172,15.5,15.58333
HP:0012824,13.41667,13.5
HP:0012828,13.41667,13.5
HP:0010307,11.08333,11.16666
HP:0012372,11.08333,11.16666
HP:0030500,11.08333,11.16666
HP:0020219,14.5,14.58333
HP:0012531,13.41667,13.5
HP:0032101,12.5,12.58333
HP:0020100,12.66667,12.75
HP:0031690,12.58333,12.66666
HP:0032255,12.58333,12.66666
HP:0020102,12.5,12.58333
HP:0000736,9.41667,9.5
HP:0000752,9.25,9.33333
HP:0007018,9.25,9.33333
HP:0100710,13.83333,13.91666
HP:0000006,16.41667,16.5
HP:0002014,14.83333,14.91666
HP:0011124,12.58333,12.66666
HP:0040189,12.5,12.58333
HP:0001250,15.91667,16
HP:0012378,16.08333,16.16666
HP:0025144,4.58333,4.66666
HP:0002463,5.58333,5.66666
HP:0004370,14.83333,14.91666
HP:0001945,14.91667,15
HP:0002039,13.33333,13.41666
HP:0031466,12.41667,12.5
HP:0000719,12.41667,12.5
HP:0000729,13.83333,13.91666
HP:0032101,15.66667,15.75
HP:0002719,15.5,15.58333
HP:0005396,15.5,15.58333
HP:0004370,11.25,11.33333
HP:0032255,12.16667,12.25
HP:0020102,12.08333,12.16666
HP:0000736,4.58333,4.66666
HP:0007018,4.58333,4.66666
HP:0011354,15.41667,15.5
HP:0011276,15.41667,15.5
HP:0000729,11.83333,11.91666
HP:0000079,14.33333,14.41666
HP:0000014,14.33333,14.41666
HP:0100852,9.75,9.83333
HP:0001336,16.16667,16.25
HP:0004396,11.25,11.33333
HP:0001507,11.08333,11.16666
HP:0004323,11,11.08333
HP:0004324,11,11.08333
HP:0025502,11.08333,11.16666
HP:0032792,12.91667,13
HP:0000717,14.41667,14.5
HP:0031466,14.75,14.83333
HP:0000719,14.83333,14.91666
HP:0001872,10.75,10.83333
HP:0000274,9.75,9.83333
HP:0000275,9.91667,10
HP:0025280,6.83333,6.91666
HP:0002597,15,15.08333
HP:0000951,15,15.08333
HP:0011121,15.16667,15.25
HP:0011276,15,15.08333
HP:0010783,15.16667,15.25
HP:0002315,11.08333,11.16666
HP:0004324,14.91667,15
HP:0000119,14.5,14.58333
HP:0000080,14.58333,14.66666
HP:0030012,14.58333,14.66666
HP:0000140,14.58333,14.66666
HP:0000005,13.58333,13.66666
HP:0000006,13.5,13.58333
HP:0001251,13.33333,13.41666
HP:0011442,11.08333,11.16666
HP:0001197,11.16667,11.25
HP:0001787,11.16667,11.25
HP:0011410,11,11.08333
HP:0012378,15.66667,15.75
HP:0002463,15.33333,15.41666
HP:0000734,11.41667,11.5
HP:0100710,11.41667,11.5
HP:0006536,14.41667,14.5
HP:0032792,11.5,11.58333
HP:0002493,11,11.08333
HP:0001276,11.16667,11.25
HP:0001257,11.16667,11.25
HP:0001264,11,11.08333
HP:0012758,11.91667,12
HP:0002527,13.66667,13.75
HP:0100326,12.66667,12.75
HP:0012393,12.58333,12.66666
HP:0000006,13,13.08333
HP:0000925,11.33333,11.41666
HP:0003307,11.41667,11.5
HP:0100710,14.08333,14.16666
HP:0032792,14.58333,14.66666
HP:0001256,12.83333,12.91666
HP:0025144,11,11.08333
HP:0000005,13.41667,13.5
HP:0000006,13.33333,13.41666
HP:0011025,11.83333,11.91666
HP:0030956,11.75,11.83333
HP:0011675,11.91667,12
HP:0001695,11.91667,12
HP:0000729,7.75,7.83333
HP:0031826,11.83333,11.91666
HP:0000734,16.33333,16.41666
HP:0000152,15.08333,15.16666
HP:0000234,15.16667,15.25
HP:0000271,15.16667,15.25
HP:0000274,15,15.08333
HP:0007359,12.16667,12.25
HP:0002384,12.08333,12.16666
HP:0012337,14.33333,14.41666
HP:0100033,12,12.08333
HP:0032794,11.33333,11.41666
HP:0002315,11.5,11.58333
HP:0025031,11.66667,11.75
HP:0002069,13.83333,13.91666
HP:0001903,11.25,11.33333
HP:0002493,14.83333,14.91666
HP:0001276,14.83333,14.91666
HP:0001264,14.91667,15
HP:0001264,7.5,7.58333
HP:0000752,13.83333,13.91666
HP:0012735,13.08333,13.16666
HP:0007018,11.08333,11.16666
